"id_mandato","cargo","sg_uf","ano_eleicao","nome_tse","forma_saida","data_evento","precisao_data","assumiu","fonte_1","trecho_1","fonte_2","trecho_2","confianca","observacao"
"M2018_PA_4_15_140000621336","VICE-GOVERNADOR","PA","2018","LUCIO DUTRA VALE","renuncia","2021-04-23","ato","","https://www.alepa.pa.gov.br/Comunicacao/Noticia/6594/deputados-aprovam-projetos-de-lei-e-fazem-arguicao-de-lucio-vale","Lúcio Vale (PL), que deixará o cargo para assumir a vaga de Conselheiro no Tribunal de Contas do Município (TCM-PA)","https://www.oliberal.com/politica/vice-governador-lucio-vale-e-aprovado-por-deputados-para-assumir-cargo-no-tcm-1.377385","Com a saída de Lúcio Vale do Executivo, o cargo de vice-governador ficará vago até o fim da atual administração.","media","Deixou a vice-governadoria para assumir vaga de conselheiro do TCM-PA (indicação de 07/04/2021, sabatina na ALEPA em 13/04, aprovação em 20/04/2021, posse no TCM em 23/04/2021). Não localizei o ato formal de renúncia nem sua data exata; data_evento = data da posse no TCM, limite superior da renúncia. A Wikipédia (fim_wp 2021-04-26) usa a data de publicação da notícia da Atricon, não a do ato. O cargo de vice ficou vago até 2022; Hana Ghassan é a vice eleita em 2022, não sucessora. Fonte_1 atualizada em 21/09/2026 para noticia publicada por orgao publico, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2022_PA_4_15_140001651992","VICE-GOVERNADOR","PA","2022","HANA GHASSAN TUMA","assumiu_titular","2026-04-02","ato","","https://www.alepa.pa.gov.br/Comunicacao/Noticia/11627/mensagem-de-renuncia-de-helder-e-entregue-ao-legislativo-e-marca-transicao-no-governo-do-para","marcou o cumprimento do rito institucional necessário para a transmissão de cargo e a posse da nova governadora, Hana Ghassan (MDB).","https://correiodecarajas.com.br/hana-ghassan-toma-posse-como-nova-governadora-do-estado-do-para/","Em uma solenidade concorrida realizada na tarde desta quinta-feira (2) no Hangar – Centro de Convenções e Feiras da Amazônia, em Belém, Hana Ghassan Tuma (MDB) assumiu o comando do Poder Executivo Estadual.","alta","Assumiu o governo em definitivo com a renúncia de Helder Barbalho em 02/04/2026 (notícia do Correio de Carajás publicada em 02/04/2026). Cargo de vice-governador vago a partir daí."
"M1998_PB_3_15_150001503000151","GOVERNADOR","PB","1998","JOSÉ TARGINO MARANHÃO","renuncia","2002-04-06","ato","Roberto Paulino","https://jornaldaparaiba.com.br/politica/governadores-paraiba-segundo-mandato-ze-maranhao","José Maranhão deixou o governo antes do fim do mandato. Em 6 de abril de 2002, renunciou ao cargo para disputar uma vaga no Senado Federal. O vice-governador Roberto Paulino assumiu o comando do estado.","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/jose-targino-maranhao","Em 2002, Maranhão renunciou ao governo estadual para disputar uma vaga de senador, deixando seu vice, Roberto Paulino, à frente do Executivo paraibano.","media","Forma confirmada por duas fontes independentes (Jornal da Paraíba e verbete FGV/CPDOC); o dia exato (6/4/2002) só aparece no Jornal da Paraíba (republicado pelo Portal BR230, não independente). O CPDOC dá apenas o ano. Não localizei ato oficial (DOE-PB/ALPB) on-line. Data coincide com o fim_wp."
"M2006_PB_3_45_10055","GOVERNADOR","PB","2006","CASSIO RODRIGUES DA CUNHA LIMA","cassacao","2009-02-17","ato","José Maranhão","https://www.conjur.com.br/2009-fev-17/tse-confirma-cassacao-cunha-lima-governardor-paraiba/","O Tribunal Superior Eleitoral confirmou, nesta terça-feira (17/2), a cassação do governador da Paraíba, Cássio Cunha Lima (PSDB), e de seu vice José Lacerda Neto (DEM). Os dirigentes paraibanos devem deixar o cargo imediatamente","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/cassio-rodrigues-da-cunha-lima","Todavia, em 17 de fevereiro de 2009 o TSE acabou cassando Cássio Cunha Lima e determinando que José Maranhão assumisse o Executivo paraibano.","alta","Cassação pelo TRE-PB em 30/07/2007 (caso FAC) e confirmada pelo TSE em 20/11/2008; Cássio ficou no cargo por medida cautelar até o TSE rejeitar os embargos em 17/02/2009. Na manhã de 18/02/2009 o presidente da ALPB, Arthur Cunha Lima, assumiu interinamente; José Maranhão (2º colocado em 2006) tomou posse na ALPB em 18/02/2009 (Conjur, 2009-fev-18). Não localizei a notícia oficial do TSE de 2009 on-line."
"M2022_PB_3_40_150001613757","GOVERNADOR","PB","2022","JOÃO AZEVEDO LINS FILHO","renuncia","2026-04-02","ato","Lucas Ribeiro","https://web.archive.org/web/20260519012625/https://ouvidoria.pb.gov.br/noticias/lucas-ribeiro-assume-governo-da-pb","O advogado Lucas Ribeiro, que ocupava o posto de vice-governador do estado, foi conduzido ao posto máximo do Executivo estadual após a renúncia do ex-governador João Azevêdo em decorrência do período de descompatibilização do calendário eleitoral","https://jornaldaparaiba.com.br/politica/joao-azevedo-renuncia-para-disputar-eleicoes-2026-e-lucas-ribeiro-assume-o-governo-da-pb","O governador João Azevêdo (PSB) renunciou oficialmente ao cargo de governador da Paraíba, nesta quinta-feira (2), para concorrer ao cargo de senador nas eleições deste ano. Com a renúncia, o vice-governador Lucas Ribeiro (PP) assume o cargo","alta","Mandato marcado em_curso=TRUE, mas houve renúncia para disputar o Senado. Fonte_1 publicada em 02/04/2026; fonte_2 datada de 2 de abril de 2026. A carta de renúncia foi entregue à ALPB na manhã de 2/4 e lida na sessão solene de posse. Agência Brasil (05/04/2026) confirma a saída sem dar o dia. Os portais oficiais (A União, paraiba.pb.gov.br) estão com notícias suspensas pelo período eleitoral. Fonte_1 atualizada em 21/09/2026 para noticia publicada por orgao publico, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M1998_PB_4_151_150001504001511","VICE-GOVERNADOR","PB","1998","ANTONIO ROBERTO DE SOUSA PAULINO","assumiu_titular","2002-04-06","ato","","https://jornaldaparaiba.com.br/politica/governadores-paraiba-segundo-mandato-ze-maranhao","Em 6 de abril de 2002, renunciou ao cargo para disputar uma vaga no Senado Federal. O vice-governador Roberto Paulino assumiu o comando do estado.","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/jose-targino-maranhao","Em 2002, Maranhão renunciou ao governo estadual para disputar uma vaga de senador, deixando seu vice, Roberto Paulino, à frente do Executivo paraibano.","media","Forma confirmada por fontes independentes; o dia (6/4/2002) só aparece no Jornal da Paraíba, que em outra matéria da mesma série diz que Paulino assumiu o Palácio da Redenção em abril de 2002. O fim_wp do vice (2002-04-05) diverge em um dia da data da fonte; fico com 2002-04-06. A vice-governança ficou vaga até 2003 (sem sucessor no cargo de vice)."
"M2006_PB_4_45_10056","VICE-GOVERNADOR","PB","2006","JOSÉ LACERDA NETO","cassacao","2009-02-17","ato","Luciano Cartaxo","https://noticias.stf.jus.br/postsnoticias/arquivada-acao-do-psdb-em-favor-de-cassio-cunha-lima/","No dia 20 de novembro, o TSE cassou o mandato de Cunha Lima e de seu vice, José Lacerda Neto (DEM), por abuso de poder econômico e político e pela prática de conduta vedada a agente público nas eleições de 2006.","https://www.conjur.com.br/2009-fev-17/tse-confirma-cassacao-cunha-lima-governardor-paraiba/","O Tribunal Superior Eleitoral confirmou, nesta terça-feira (17/2), a cassação do governador da Paraíba, Cássio Cunha Lima (PSDB), e de seu vice José Lacerda Neto (DEM). Os dirigentes paraibanos devem deixar o cargo imediatamente","alta","O banco tem assumiu_titular, que está errado: Lacerda Neto foi cassado junto com o titular (chapa) e nunca assumiu o governo em definitivo. A fonte_1 (STF, 04/12/2008) sustenta a forma e a decisão de mérito do TSE de 20/11/2008; a data de saída efetiva (17/02/2009, rejeição dos embargos) vem da fonte_2 e coincide com o CPDOC e o Jornal da Paraíba. Luciano Cartaxo, vice da chapa 2ª colocada, assumiu a vice-governança com José Maranhão (posse 18/02/2009). Wikipédia dá fim 2009-02-17."
"M2002_PE_3_15_243","GOVERNADOR","PE","2002","JARBAS DE ANDRADE VASCONCELOS","renuncia","2006-03-31","ato","Mendonça Filho","https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/pronunciamento/361583","eu desejo registrar a posse à frente do Governo do Estado de Pernambuco do Vice-Governador Mendonça Filho, em solenidade que transcorreu no dia 31 de março passado, na Assembléia Legislativa do Estado.","https://www1.folha.uol.com.br/fsp/brasil/fc2803200632.htm","O governador de Pernambuco, Jarbas Vasconcelos (PMDB), anunciou ontem que vai se desincompatibilizar do cargo na próxima sexta-feira para disputar uma vaga no Senado.","alta","Fonte_1 é discurso de Marco Maciel no Senado em 04/04/2006 (DSF de 05/04/2006, p. 10917), que registra a posse do vice em 31/03/2006 na Alepe. Fonte_2 (Folha, 28/03/2006, terça-feira) anuncia a desincompatibilização para a sexta-feira seguinte, 31/03/2006, com o objetivo de disputar o Senado. Não localizei o texto da carta de renúncia nem o DOE-PE. Data coincide com o fim_wp."
"M2010_PE_3_40_170000000001","GOVERNADOR","PE","2010","EDUARDO HENRIQUE ACCIOLY CAMPOS","renuncia","2014-04-04","ato","João Lyra Neto","https://www.alepe.pe.gov.br/Flip/pubs/diario-oficial-05042014/Flip.pdf","Recife, sábado, 5 de abril de 2014 Poder Legislativo Assembleia empossa João Lyra Neto como governador do Estado Novo chefe do Executivo assumiu cargo na sexta-feira, após renúncia de Eduardo Campos","https://psb40.org.br/joao-lyra-neto-assume-o-governo-de-pernambuco/","O relógio marcava 16h quando João Lyra Neto assinou o termo de posse na Assembleia Legislativa de Pernambuco (Alepe), em decorrência da renúncia do ex-governador Eduardo Campos.","alta","Fonte_1 é o Diário Oficial do Estado (Poder Legislativo) de 05/04/2014; a ata da reunião solene publicada na mesma edição registra a posse do vice 'dado a vacância por renúncia do governador Eduardo Henrique Accioly Campos, nos termos do ofício nº 236/2006 - GG' (ano do ofício provavelmente erro de digitação). Fonte_2 (site do PSB, publicada em 04/04/2014) situa a transmissão 'na tarde desta sexta-feira (04/04)'. Renúncia para disputar a Presidência. Data coincide com o fim_wp."
"M2002_PE_4_15_923","VICE-GOVERNADOR","PE","2002","JOSÉ MENDONÇA BEZERRA FILHO","assumiu_titular","2006-03-31","ato","","https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/pronunciamento/361583","eu desejo registrar a posse à frente do Governo do Estado de Pernambuco do Vice-Governador Mendonça Filho, em solenidade que transcorreu no dia 31 de março passado, na Assembléia Legislativa do Estado.","https://www.camara.leg.br/deputados/74428/biografia","Vice-Governador(a), PE, Partido: PFL, Período: 2003 a 2006; Governador(a), PE, Partido: PFL, Período: 2006 a 2006.","alta","Data de posse (31/03/2006) vem do discurso de Marco Maciel no Senado (04/04/2006); a biografia oficial da Câmara confirma a passagem de vice a governador em 2006 sem dar o dia, e a Folha de 28/03/2006 anuncia a saída de Jarbas para a sexta-feira 31/03/2006. Mendonça Filho governou até 01/01/2007. Data coincide com o fim_wp."
"M2010_PE_4_40_170000000002","VICE-GOVERNADOR","PE","2010","JOAO SOARES LYRA NETO","assumiu_titular","2014-04-04","ato","","https://www.alepe.pe.gov.br/Flip/pubs/diario-oficial-05042014/Flip.pdf","Recife, sábado, 5 de abril de 2014 Poder Legislativo Assembleia empossa João Lyra Neto como governador do Estado Novo chefe do Executivo assumiu cargo na sexta-feira, após renúncia de Eduardo Campos","https://psb40.org.br/joao-lyra-neto-assume-o-governo-de-pernambuco/","O povo pernambucano, na tarde desta sexta-feira (04/04), se despediu do ex-governador Eduardo Campos e celebrou a chegada do recém-empossado chefe do Executivo estadual, João Lyra Neto.","alta","Posse como governador em reunião solene da Alepe em 04/04/2014, com transmissão do cargo no Palácio do Campo das Princesas no mesmo dia. João Lyra Neto governou até 01/01/2015. Data coincide com o fim_wp."
"M1998_PI_3_15_180001803000151","GOVERNADOR","PI","1998","FRANCISCO DE ASSIS DE MORAES SOUZA","cassacao","2001-11-06","ato","Kleber Eulálio (presidente da ALEPI, interino, de 09/11 a 19/11/2001) e depois Hugo Napoleão do Rego Neto (2º colocado em 1998, reempossado por decisão do TSE em 19/11/2001, após renunciar ao mandato de senador)","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/hugo-napoleao-do-rego-neto","Com a cassação do mandato de governador de Mão Santa em 2001 e a decisão TSE de empossar no cargo o segundo colocado no segundo turno, Hugo Napoleão renunciou ao mandato de senador e foi empossado no governo do Piauí","https://pt.wikipedia.org/wiki/M%C3%A3o_Santa","Após julgamento de 7 votos a zero Tribunal Superior Eleitoral cassou seu mandato em 6 de novembro de 2001","media","Não localizei o acórdão do TSE (número, data de julgamento e de publicação) nem o registro oficial da posse de Hugo Napoleão (ata da ALEPI ou Diário Oficial do Piauí de novembro de 2001); a data de 06/11/2001 vem da Wikipédia, como pista, na ausência desses dois documentos."
"M2006_PI_3_13_10075","GOVERNADOR","PI","2006","JOSE WELLINGTON BARROSO DE ARAUJO DIAS","renuncia","2010-04-01","ato","Wilson Martins","https://web.archive.org/web/2010id_/http://www.cidadeverde.com:80/veja-com-exclusividade-carta-de-renuncia-do-governador-wellington-dias-55799","01/04/10, 09:58 Veja com exclusividade carta de renúncia do governador Wellington Dias Wellington Dias entrega o cargo a Wilson Martins em solenidade no Palácio de Karnak, após a posse na Alepi.","https://web.archive.org/web/2010id_/http://www.tvcanal13.com.br:80/noticias/emocionados-wdias-renuncia-e-wilson-martins-assume-governo-do-piaui-97865.asp","Na manhã desta quinta-feira (01) aconteceu sessão ordinária na Assembléia Legislativa do Piauí onde Wellington Dias renunciou oficialmente o cargo de governador.","alta","Renúncia para disputar o Senado. A carta publicada pela fonte_1 é datada 'Teresina, 1 de abril de 2010'; a fonte_2 (TV Canal 13) é de 01/04/2010 10:22h. A decisão foi anunciada em 31/03/2010, o que explica matérias daquele dia com 'renuncia' no título. Ambas as fontes só estão acessíveis por cópia no Internet Archive; não localizei ato oficial on-line. Data coincide com o fim_wp. O g1 nacional (03/04/2010) agrupa a renúncia de Wellington Dias entre as de quarta-feira (31/03) e a posse de Wilson Martins na quinta (1º); as fontes locais situam a entrega e a leitura da carta em 01/04/2010."
"M2010_PI_3_40_180000000334","GOVERNADOR","PI","2010","WILSON NUNES MARTINS","renuncia","2014-04-04","ato","Zé Filho (Antônio José de Moraes Souza Filho)","http://g1.globo.com/pi/piaui/noticia/2014/04/jose-filho-pmdb-e-empossado-como-novo-governador-do-piaui.html","O vice-governador José Filho (PMDB) assumiu nesta sexta-feira (4) o cargo de chefe do executivo estadual. A posse aconteceu na Assembleia Legislativa após a entrega da carta de renúncia enviada pelo ex-governador Wilson Martins (PSB)","https://web.archive.org/web/2014id_/http://www.meionorte.com:80/efremribeiro/jose-filho-assume-governo-e-reune-secretariado-na-2-feira-para-tracar-metas-291693.html","O vice-governador Antônio José de Moraes Souza Filho tomou posse nesta sexta-feira, em solenidade na Assembleia Legislativa, e recebeu o cargo de governador no Palácio do Karnak, transmitido por Wilson Martins.","alta","Fonte_1 (g1 PI) publicada em 04/04/2014 11h56; fonte_2 (Meio Norte, cópia arquivada no Internet Archive) datada de 04 de abril de 2014. Na véspera o g1 PI (03/04/2014) noticiou que a carta de renúncia seria entregue à Alepi até 9h de sexta-feira (4) para Wilson Martins disputar as eleições de 2014. Não localizei ato oficial on-line (o site antigo da Alepi guarda só imagens da carta). Data coincide com o fim_wp."
"M2018_PI_3_13_180000614002","GOVERNADOR","PI","2018","JOSE WELLINGTON BARROSO DE ARAUJO DIAS","renuncia","2022-03-31","ato","Regina Sousa","https://www.al.pi.leg.br/comunicacao/noticias/wellington-dias-entrega-renuncia-do-cargo-de-governador-a-assembleia","O governador do Piauí, Wellington Dias, apresentou, nesta quinta-feira (31), à Mesa Diretora da Assembleia Legislativa (Alepi), o pedido renúncia do cargo.","https://g1.globo.com/pi/piaui/noticia/2022/03/31/quem-e-regina-sousa-pt-a-primeira-mulher-governadora-efetiva-do-piaui-que-assume-nesta-quinta-31.ghtml","O atual governador Wellington Dias (PT) deixa o cargo após dois mandatos consecutivos e deve concorrer ao Senado nas eleições de 2022.","alta","Fonte_1 (Alepi) publicada em 31/03/2022; a renúncia foi lida em Plenário na mesma sessão que deu posse a Regina Sousa. Fonte_2 (g1 PI, 31/03/2022) informa que Regina assume 'nesta quinta-feira (31)'. Agência Brasil (04/04/2022) confirma a saída para disputar o Senado. Data coincide com o fim_wp."
"M2006_PI_4_13_10090","VICE-GOVERNADOR","PI","2006","WILSON NUNES MARTINS","assumiu_titular","2010-04-01","ato","","https://web.archive.org/web/2010id_/http://www.meionorte.com:80/efremribeiro,wilson-martins-toma-posse-e-convida-emilio-junior-para-secretaria-de-fazenda,120672.html","01/04/2010 - 11h:48 O vice-governador Wilson Martins (PSB) tomou posse na manhã desta quinta-feira na Assembléia Legislativa.","https://web.archive.org/web/2010id_/http://www.tvcanal13.com.br:80/noticias/emocionados-wdias-renuncia-e-wilson-martins-assume-governo-do-piaui-97865.asp","Wilson Martins foi empossado como novo Governador do Piauí pelo deputado Themístocles Filho, e em seguida recebeu um abraço do ex-governador Wellington Dias.","alta","Posse na Alepi em 01/04/2010 após leitura da carta de renúncia de Wellington Dias; fonte_2 datada de 01/04/2010 10:22h. Ambas as fontes só estão acessíveis por cópia no Internet Archive. Wilson Martins cumpriu o restante do mandato como governador e foi reeleito em 2010. Data coincide com o fim_wp."
"M2010_PI_4_40_180000000335","VICE-GOVERNADOR","PI","2010","ANTONIO JOSE DE MORAES SOUZA FILHO","assumiu_titular","2014-04-04","ato","","http://g1.globo.com/pi/piaui/noticia/2014/04/jose-filho-pmdb-e-empossado-como-novo-governador-do-piaui.html","O vice-governador José Filho (PMDB) assumiu nesta sexta-feira (4) o cargo de chefe do executivo estadual. A posse aconteceu na Assembleia Legislativa após a entrega da carta de renúncia enviada pelo ex-governador Wilson Martins (PSB)","https://web.archive.org/web/2014id_/http://www.meionorte.com:80/efremribeiro/jose-filho-assume-governo-e-reune-secretariado-na-2-feira-para-tracar-metas-291693.html","O vice-governador Antônio José de Moraes Souza Filho tomou posse nesta sexta-feira, em solenidade na Assembleia Legislativa, e recebeu o cargo de governador no Palácio do Karnak, transmitido por Wilson Martins.","alta","Posse como governador em 04/04/2014 (sexta-feira), na Alepi, com transmissão do cargo no Palácio de Karnak no mesmo dia (g1 PI, 04/04/2014 13h29). O fim_wp do vice (2014-04-03) diverge em um dia das fontes; fico com 2014-04-04. Zé Filho governou até 01/01/2015."
"M2018_PI_4_13_180000614003","VICE-GOVERNADOR","PI","2018","MARIA REGINA SOUSA","assumiu_titular","2022-03-31","ato","","https://www.al.pi.leg.br/comunicacao/noticias/assembleia-legislativa-da-posse-a-regina-sousa-como-governadora-do-piaui","A vice-governadora Regina Sousa (PT) tomou posse na Assembleia Legislativa, na manhã desta quinta-feira, como a primeira governadora do Piauí. A posse aconteceu logo após a leitura da renúncia do governador Wellington Dias","https://g1.globo.com/pi/piaui/noticia/2022/03/31/quem-e-regina-sousa-pt-a-primeira-mulher-governadora-efetiva-do-piaui-que-assume-nesta-quinta-31.ghtml","Maria Regina Sousa, 71 anos, assume nesta quinta-feira (31) o governo do Piauí e se torna a primeira mulher a assumir o cargo efetivamente.","alta","Fonte_1 (Alepi) publicada em 31/03/2022 12h35. Regina Sousa governou até o fim do mandato (31/12/2022). Data coincide com o fim_wp."
"M1998_PR_3_25_160001603000251","GOVERNADOR","PR","1998","JAIME LERNER","fim_regular","2002-12-31","convencional","Roberto Requião (eleito em 2002)","https://www.casacivil.pr.gov.br/Pagina/Jaime-Lerner","Eleito governador do Estado do Paraná em 1994 e reeleito em 1998","","","media","a página oficial não dá a data de fim; a lista da Wikipédia dá o exercício até 01/01/2003 e o Wikidata grava o fim como 01/01/2002, erro de um ano; nenhuma fonte registra saída antecipada"
"M2002_PR_3_15_152","GOVERNADOR","PR","2002","ROBERTO REQUIÃO DE MELLO E SILVA","fim_regular","2006-12-31","convencional","","https://www.casacivil.pr.gov.br/Pagina/Governantes-no-Periodo-Republicano","141 - ROBERTO REQUIÃO DE MELLO E SILVA Nascido em Curitiba (PR) - 05.03.1941 Governador (Ver nº 135 e 143) 01.01.2003 a 31.12.2006","https://www.gazetadopovo.com.br/vida-e-cidadania/pedro-ivo-preside-sua-ultima-sessao-como-presidente-e-faz-balanco-do-periodo-a99dnrz3rgnyblu3pyzs2qs7i/","Mesmo com o retorno do governador Roberto Requião , e do vice Orlando Pessuti, aos cargos nesta terça-feira (7) - e a conseqüente saída de Hermas Brandão do cargo interino de chefe do executivo no mesmo dia","alta","Não houve saída antecipada. A data 2006-09-04 da Wikipédia (fim_wp) marca o início de licença de Requião e do vice Pessuti durante a campanha de reeleição, com o presidente da ALEP Hermas Brandão como governador interino; a Gazeta do Povo de 08/11/2006 registra o retorno de ambos em 07/11/2006 (a Wikipédia estende a interinidade até 31/12/2006, o que a fonte contradiz). A lista oficial da Casa Civil do PR dá o mandato de 01.01.2003 a 31.12.2006. Data do início da licença (04/09/2006) não confirmada em fonte primária."
"M2006_PR_3_15_10135","GOVERNADOR","PR","2006","ROBERTO REQUIÃO DE MELLO E SILVA","renuncia","2010-04-01","ato","Orlando Pessuti","https://www.casacivil.pr.gov.br/Pagina/Orlando-Pessuti","Em 2010, no dia 01.04.2010, assumiu definitivamente o Governo do Estado do Paraná, em função da renúncia do governador Roberto Requião.","https://www.gazetadopovo.com.br/vida-publica/carta-de-renuncia-de-requiao-e-lida-na-assembleia-0awpdi52ih6eqroczz79iht1q/","Na carta, o governador afirma que se afasta do cargo a partir do dia 1º de abril em cumprimento de determinação constitucional.","alta","Renúncia para disputar o Senado. A carta foi entregue e lida na ALEP em 29/03/2010, com efeito a partir de 01/04/2010, quando Pessuti tomou posse às 18h na Assembleia. A lista da Casa Civil do PR dá o mandato de Requião de 01.01.2007 a 01.04.2010."
"M2014_PR_3_45_160000000558","GOVERNADOR","PR","2014","CARLOS ALBERTO RICHA","renuncia","2018-04-06","ato","Cida Borghetti","https://www.casacivil.pr.gov.br/Pagina/Maria-Aparecida-Borghetti","Nas eleições de 2014, foi candidata a vice-governadora na chapa de reeleição do governador Beto Richa, ambos sendo eleitos. Com a renúncia do titular, tornou-se governadora em 6 de abril de 2018.","https://www.gazetadopovo.com.br/politica/parana/eleicoes-2018/quem-e-cida-borghetti-a-sucessora-de-richa-no-governo-do-parana-28ertc7nagnx25z271coerhdb/","Desde as 11 horas de sexta-feira (6) , o Paraná é governado por uma mulher pela primeira vez na história de forma definitiva. Cida Borghetti (PP), de 53 anos, assumiu o posto no lugar de Beto Richa (PSDB), que renunciou ao mandato","alta","Renúncia para disputar o Senado. A lista da Casa Civil do PR dá o mandato de Richa de 01.01.2015 a 06.04.2018. Matéria da Gazeta do Povo de 31/03/2018 (5 perguntas e respostas sobre a renúncia) previa a posse da vice 'a partir do dia 7', mas a posse ocorreu em 06/04/2018, segundo a Casa Civil e a Gazeta de 08/04/2018."
"M1998_PR_4_141_160001604001411","VICE-GOVERNADOR","PR","1998","EMILIA DE SALLES BELINATI","fim_regular","2002-12-31","convencional","","https://www.casacivil.pr.gov.br/Pagina/Governantes-no-Periodo-Republicano","140 - EMILIA DE SALLES BELINATI Nascida em Londrina (PR) - 29.05.1945 Vice-Governadora (Ver nº 138) 01.01.1999 a 01.01.2003","https://basearch.coc.fiocruz.br/index.php/emilia-belinati","Vice-governadora do Paraná, 1995-2002","alta","Vice de Jaime Lerner nos dois mandatos (1995-1998 e 1999-2002). A Casa Civil do PR registra o exercício até 01.01.2003 e nenhuma saída antecipada; a Fiocruz (Base Arch) dá o período por ano apenas. Diário do Noroeste também registra que 'Ela era vice-governadora em ambos os mandatos'. Sem par na lista da Wikipédia."
"M2006_PR_4_15_11123","VICE-GOVERNADOR","PR","2006","ORLANDO PESSUTI","assumiu_titular","2010-04-01","ato","","https://www.casacivil.pr.gov.br/Pagina/Orlando-Pessuti","Em 2010, no dia 01.04.2010, assumiu definitivamente o Governo do Estado do Paraná, em função da renúncia do governador Roberto Requião.","https://www.gazetadopovo.com.br/vida-publica/carta-de-renuncia-de-requiao-e-lida-na-assembleia-0awpdi52ih6eqroczz79iht1q/","Requião deixa o governo para disputar uma vaga ao Senado. Orlando Pessuti (PMDB) assume na próxima quinta-feira (1º).","alta","Posse como governador às 18h de 01/04/2010 na ALEP (Gazeta do Povo, 29/03/2010). A lista da Casa Civil do PR registra Pessuti como vice de 01.01.2007 a 01.04.2010 e governador de 01.04.2010 a 01.01.2011. Cargo de vice-governador vago no restante do mandato."
"M2014_PR_4_45_160000000559","VICE-GOVERNADOR","PR","2014","MARIA APARECIDA BORGHETTI","assumiu_titular","2018-04-06","ato","","https://www.casacivil.pr.gov.br/Pagina/Maria-Aparecida-Borghetti","Com a renúncia do titular, tornou-se governadora em 6 de abril de 2018.","https://www.gazetadopovo.com.br/politica/parana/eleicoes-2018/quem-e-cida-borghetti-a-sucessora-de-richa-no-governo-do-parana-28ertc7nagnx25z271coerhdb/","Desde as 11 horas de sexta-feira (6) , o Paraná é governado por uma mulher pela primeira vez na história de forma definitiva. Cida Borghetti (PP), de 53 anos, assumiu o posto no lugar de Beto Richa (PSDB)","alta","A lista da Casa Civil do PR registra Borghetti como vice de 01.01.2015 a 06.04.2018 e governadora de 06.04.2018 a 31.12.2018. Gazeta do Povo de 31/03/2018 previa posse 'a partir do dia 7', superada pelo fato. Cargo de vice-governador vago no restante do mandato."
"M1998_RJ_3_12_190001903000121","GOVERNADOR","RJ","1998","ANTHONY WILLIAN GAROTINHO MATHEUS DE OLIVEIRA","renuncia","2002-04-05","ato","Benedita Souza da Silva Sampaio","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/benedita-sousa-da-silva","Em 5 de abril de 2002, Benedita assumiu o governo do estado, em substituição a Garotinho que, recém desligado do PDT, renunciou ao cargo para concorrer à presidência da República na legenda do Partido Socialista Brasileiro (PSB).","http://www1.folha.uol.com.br/fsp/brasil/fc0604200211.htm","O Palácio Guanabara, sede do governo do Rio, foi transformado ontem em palco para comício de campanha de Anthony Garotinho (PSB), que renunciou ao governo do Estado no início da noite para concorrer à Presidência.","alta","Renúncia para disputar a Presidência da República. A Folha de S.Paulo de 06/04/2002 relata a renúncia 'ontem', com a carta lida na Alerj às 20h30 de 05/04/2002, e o CPDOC/FGV data a assunção de Benedita em 05/04/2002. A posse solene de Benedita na Alerj ocorreu na manhã de 06/04/2002 (Folha Online, 06/04/2002, 10h38), data registrada em fim_wp. Fico com 05/04/2002, data da renúncia."
"M2010_RJ_3_15_190000000130","GOVERNADOR","RJ","2010","SERGIO DE OLIVEIRA CABRAL SANTOS FILHO","renuncia","2014-04-03","ato","Luiz Fernando de Souza","http://g1.globo.com/rio-de-janeiro/noticia/2014/04/sergio-cabral-renuncia-atraves-de-carta-lida-em-solenidade-no-rio.html","Sérgio Cabral renunciou na tarde desta quinta-feira (3) ao cargo de governador do Rio de Janeiro, após cumprir dois mandatos. A renúncia foi escrita em uma carta, lida pelo presidente da Assembleia Legislativa do Rio de Janeiro (Alerj)","http://www1.folha.uol.com.br/poder/2014/04/1435752-novo-governador-do-rio-toma-posse-na-assembleia-legislativa.shtml","Pezão defendeu com veemência seu antecessor Sérgio Cabral (PMDB), que apresentou ontem sua carta de renúncia .","alta","Carta de renúncia lida na Alerj em 03/04/2014 (G1, 03/04/2014, e Folha, 04/04/2014, 'ontem'). Luiz Fernando Pezão ficou como governador em exercício em 03/04 e tomou posse em definitivo em 04/04/2014. A G1 registra que Cabral deveria tentar vaga no Senado, e a Folha liga a saída também à candidatura de Pezão ao governo e à do filho a deputado federal. fim_wp confere. A página da Alerj não foi consultada."
